name,address,city,state,source_url
Charles R Drew University of Medicine and Science,1731 E 120th St,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Concordia University-Irvine,1530 Concordia West,Irvine,CA,https://databayou.com/usofa/colleges.html
San Diego Christian College,200 Riverview Parkway,Santee,CA,https://databayou.com/usofa/colleges.html
Church Divinity School of the Pacific,2451 Ridge Road,Berkeley,CA,https://databayou.com/usofa/colleges.html
Citrus College,1000 W Foothill Blvd,Glendora,CA,https://databayou.com/usofa/colleges.html
Citrus Heights Beauty College,7518 Baird Way,Citrus Heights,CA,https://databayou.com/usofa/colleges.html
City College of San Francisco,50 Phelan Ave,San Francisco,CA,https://databayou.com/usofa/colleges.html
Claremont Graduate University,150 E Tenth St,Claremont,CA,https://databayou.com/usofa/colleges.html
Claremont McKenna College,500 E 9th St,Claremont,CA,https://databayou.com/usofa/colleges.html
Milan Institute-Visalia,6500 S. Mooney Blvd.,Visalia,CA,https://databayou.com/usofa/colleges.html
Clovis Adult Education,1452 David E Cook Way,Clovis,CA,https://databayou.com/usofa/colleges.html
Coast Community College District Office,1370 Adams Ave.,Costa Mesa,CA,https://databayou.com/usofa/colleges.html
Coastline Community College,11460 Warner Ave.,Fountain Valley,CA,https://databayou.com/usofa/colleges.html
Cogswell College,191 Baypointe Parkway,San Jose,CA,https://databayou.com/usofa/colleges.html
Coleman University,8888 Balboa Ave,San Diego,CA,https://databayou.com/usofa/colleges.html
COBA Academy,102 N Glassell St,Orange,CA,https://databayou.com/usofa/colleges.html
Western University of Health Sciences,309 E 2nd St,Pomona,CA,https://databayou.com/usofa/colleges.html
Columbia College,11600 Columbia College Dr,Sonora,CA,https://databayou.com/usofa/colleges.html
Columbia College-Hollywood,18618 Oxnard St,Tarzana,CA,https://databayou.com/usofa/colleges.html
El Camino College-Compton Center,1111 East Artesia Blvd.,Compton,CA,https://databayou.com/usofa/colleges.html
Contra Costa Community College District Office,500 Court St,Martinez,CA,https://databayou.com/usofa/colleges.html
Contra Costa College,2600 Mission Bell Dr,San Pablo,CA,https://databayou.com/usofa/colleges.html
Cosumnes River College,8401 Center Parkway,Sacramento,CA,https://databayou.com/usofa/colleges.html
Crafton Hills College,11711 Sand Canyon Road,Yucaipa,CA,https://databayou.com/usofa/colleges.html
Cuesta College,Highway 1,San Luis Obispo,CA,https://databayou.com/usofa/colleges.html
Cuyamaca College,900 Rancho San Diego Pky,El Cajon,CA,https://databayou.com/usofa/colleges.html
Cypress College,9200 Valley View,Cypress,CA,https://databayou.com/usofa/colleges.html
De Anza College,21250 Stevens Creek Blvd.,Cupertino,CA,https://databayou.com/usofa/colleges.html
Marinello Schools of Beauty-Hemet,2627 W Florida Ave-Ste 100,Hemet,CA,https://databayou.com/usofa/colleges.html
International School of Beauty Inc,72261 Hwy 111 Ste 121-B,Palm Desert,CA,https://databayou.com/usofa/colleges.html
Dell'Arte International School of Physical Theatre,131 H Street,Blue Lake,CA,https://databayou.com/usofa/colleges.html
College of the Desert,43-500 Monterey Ave,Palm Desert,CA,https://databayou.com/usofa/colleges.html
Design Institute of San Diego,8555 Commerce Ave,San Diego,CA,https://databayou.com/usofa/colleges.html
Diablo Valley College,321 Golf Club Rd,Pleasant Hill,CA,https://databayou.com/usofa/colleges.html
Dominican University of California,50 Acacia Ave,San Rafael,CA,https://databayou.com/usofa/colleges.html
Dominican School of Philosophy & Theology,2301 Vine Street,Berkeley,CA,https://databayou.com/usofa/colleges.html
East Los Angeles College,1301 Avenida Cesar Chavez,Monterey Park,CA,https://databayou.com/usofa/colleges.html
Marinello Schools of Beauty-Santa Clara,955 Monroe St,Santa Clara,CA,https://databayou.com/usofa/colleges.html
El Camino Community College District,16007 Crenshaw Blvd,Torrance,CA,https://databayou.com/usofa/colleges.html
Elegance International,1622 N. Highland Ave,Hollywood,CA,https://databayou.com/usofa/colleges.html
Marinello Schools of Beauty-Burbank,200 N. San Fernando Blvd,Burbank,CA,https://databayou.com/usofa/colleges.html
Marinello Schools of Beauty-Moreno Valley,24741 Alessandro Blvd,Moreno Valley,CA,https://databayou.com/usofa/colleges.html
Emperor's College of Traditional Oriental Medicine,"1807 Wilshire Blvd, Ste #200",Santa Monica,CA,https://databayou.com/usofa/colleges.html
Empire College,3035 Cleveland Ave,Santa Rosa,CA,https://databayou.com/usofa/colleges.html
Evergreen Valley College,3095 Yerba Buena Rd,San Jose,CA,https://databayou.com/usofa/colleges.html
Fashion Institute of Design & Merchandising-Los Angeles,919 S Grand Ave,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Fashion Institute of Design & Merchandising-San Francisco,55 Stockton St,San Francisco,CA,https://databayou.com/usofa/colleges.html
Fashion Institute of Design & Merchandising-Orange County,17590 Gillette Avenue,Irvine,CA,https://databayou.com/usofa/colleges.html
Feather River Community College District,570 Golden Eagle Ave,Quincy,CA,https://databayou.com/usofa/colleges.html
Federico Beauty Institute,1515 Sports Drive    Ste 100,Sacramento,CA,https://databayou.com/usofa/colleges.html
Fielding Graduate University,2020 De La Vina St,Santa Barbara,CA,https://databayou.com/usofa/colleges.html
Five Branches University,200 7th Avenue,Santa Cruz,CA,https://databayou.com/usofa/colleges.html
Hair California Beauty Academy,1110 N Tustin St,Orange,CA,https://databayou.com/usofa/colleges.html
Redondo Beach Beauty College,2205 West Artesia Boulevard,Redondo Beach,CA,https://databayou.com/usofa/colleges.html
Foothill College,12345 El Monte Rd,Los Altos Hills,CA,https://databayou.com/usofa/colleges.html
Franciscan School of Theology,4050 Mission Avenue,Oceanside,CA,https://databayou.com/usofa/colleges.html
Fredrick and Charles Beauty College,831 F St,Eureka,CA,https://databayou.com/usofa/colleges.html
Fresno City College,1101 E. University Ave,Fresno,CA,https://databayou.com/usofa/colleges.html
Fresno Pacific University,1717 S Chestnut Ave,Fresno,CA,https://databayou.com/usofa/colleges.html
Foothill-De Anza Community College District,12345 El Monte Rd,Los Altos Hills,CA,https://databayou.com/usofa/colleges.html
Fuller Theological Seminary in California,135 N Oakland Ave,Pasadena,CA,https://databayou.com/usofa/colleges.html
Fullerton College,321 E Chapman Avenue,Fullerton,CA,https://databayou.com/usofa/colleges.html
Gavilan College,5055 Santa Teresa Blvd,Gilroy,CA,https://databayou.com/usofa/colleges.html
Gemological Institute of America-Carlsbad,5345 Armada Dr,Carlsbad,CA,https://databayou.com/usofa/colleges.html
Glendale Community College,1500 N Verdugo Rd,Glendale,CA,https://databayou.com/usofa/colleges.html
Glendale Career College,240 North Brand Boulevard Lower Level,Glendale,CA,https://databayou.com/usofa/colleges.html
Golden Gate University-San Francisco,536 Mission Street,San Francisco,CA,https://databayou.com/usofa/colleges.html
Golden West College,15744 Goldenwest St.,Huntington Beach,CA,https://databayou.com/usofa/colleges.html
Graduate Theological Union,2400 Ridge Rd,Berkeley,CA,https://databayou.com/usofa/colleges.html
Grossmont-Cuyamaca Community College District,8800 Grossmont College Dr,El Cajon,CA,https://databayou.com/usofa/colleges.html
Grossmont College,8800 Grossmont College Dr,El Cajon,CA,https://databayou.com/usofa/colleges.html
Salon Success Academy-Riverside,6780 Indiana Ave. Ste #200,Riverside,CA,https://databayou.com/usofa/colleges.html
Hartnell College,411 Central Avenue,Salinas,CA,https://databayou.com/usofa/colleges.html
Harvey Mudd College,301 Platt Blvd.,Claremont,CA,https://databayou.com/usofa/colleges.html
Heald College-Rancho Cordova,2910 Prospect Park Dr,Rancho Cordova,CA,https://databayou.com/usofa/colleges.html
Heald College-Fresno,255 W Bullard,Fresno,CA,https://databayou.com/usofa/colleges.html
Heald College-San Jose,341 Great Mall Pky,Milpitas,CA,https://databayou.com/usofa/colleges.html
Heald College-San Francisco,875 Howard Street Suite 100,San Francisco,CA,https://databayou.com/usofa/colleges.html
Heald College-Concord,5130 Commercial Circle,Concord,CA,https://databayou.com/usofa/colleges.html
Hilltop Beauty School,6317 Mission St,Daly City,CA,https://databayou.com/usofa/colleges.html
Holy Names University,3500 Mountain Blvd,Oakland,CA,https://databayou.com/usofa/colleges.html
Pacifica Graduate Institute,249 Lambert Rd,Carpinteria,CA,https://databayou.com/usofa/colleges.html
Humboldt State University,1 Harpst Street,Arcata,CA,https://databayou.com/usofa/colleges.html
Humphreys College-Stockton and Modesto Campuses,6650 Inglewood Ave,Stockton,CA,https://databayou.com/usofa/colleges.html
Imperial Valley College,380 E. Aten Road,Imperial,CA,https://databayou.com/usofa/colleges.html
Institute for Business and Technology,2400 Walsh Avenue,Santa Clara,CA,https://databayou.com/usofa/colleges.html
Interior Designers Institute,1061 Camelback Rd,Newport Beach,CA,https://databayou.com/usofa/colleges.html
Toni & Guy Hairdressing Academy-Santa Monica,1358 5th St,Santa Monica,CA,https://databayou.com/usofa/colleges.html
Irvine Valley College,5500 Irvine Center Drive,Irvine,CA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-National City,"401 Mile of Cars Way, Suite 100",National City,CA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-San Dimas,650 W. Cienega Ave.,San Dimas,CA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Orange,"4000 W. Metropolitian Dr., Suite 100",Orange,CA,https://databayou.com/usofa/colleges.html
Bellus Academy-El Cajon,1073 E Main St,El Cajon,CA,https://databayou.com/usofa/colleges.html
John F. Kennedy University,100 Ellinwood Way,Pleasant Hill,CA,https://databayou.com/usofa/colleges.html
American Jewish University,15600 Mulholland Dr,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Reedley College,995 N Reed Ave,Reedley,CA,https://databayou.com/usofa/colleges.html
Life Pacific College,1100 W. Covina Blvd.,San Dimas,CA,https://databayou.com/usofa/colleges.html
Argosy University-The Art Institute of California-San Diego,7650 Mission Valley Road,San Diego,CA,https://databayou.com/usofa/colleges.html
University of La Verne,1950 Third St,La Verne,CA,https://databayou.com/usofa/colleges.html
Laguna College of Art and Design,2222 Laguna Canyon Rd,Laguna Beach,CA,https://databayou.com/usofa/colleges.html
Lake Tahoe Community College,One College Drive,South Lake Tahoe,CA,https://databayou.com/usofa/colleges.html
Lancaster Beauty School,44646 N 10th St W,Lancaster,CA,https://databayou.com/usofa/colleges.html
Laney College,900 Fallon Sreet,Oakland,CA,https://databayou.com/usofa/colleges.html
Lassen Community College,478-200 Hwy 139,Susanville,CA,https://databayou.com/usofa/colleges.html
Life Chiropractic College West,25001 Industrial Blvd,Hayward,CA,https://databayou.com/usofa/colleges.html
Lincoln University,401 15th Street,Oakland,CA,https://databayou.com/usofa/colleges.html
Southern California Seminary,2075 E. Madison Avenue,El Cajon,CA,https://databayou.com/usofa/colleges.html
La Sierra University,4500 Riverwalk Parkway,Riverside,CA,https://databayou.com/usofa/colleges.html
Loma Linda University,11139 Anderson Street,Loma Linda,CA,https://databayou.com/usofa/colleges.html
Long Beach City College,4901 E. Carson St.,Long Beach,CA,https://databayou.com/usofa/colleges.html
Southern California University of Health Sciences,16200 East Amber Valley Drive,Whittier,CA,https://databayou.com/usofa/colleges.html
Los Angeles Community College District Office,770 Wilshire Blvd,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Los Angeles Harbor College,1111 Figueroa Place,Wilmington,CA,https://databayou.com/usofa/colleges.html
Los Angeles Pierce College,6201 Winnetka Ave,Woodland Hills,CA,https://databayou.com/usofa/colleges.html
Los Angeles Southwest College,1600 W. Imperial Hwy.,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Los Angeles Trade Technical College,400 W Washington Blvd,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Los Angeles Valley College,5800 Fulton Avenue,Valley Glen,CA,https://databayou.com/usofa/colleges.html
The Master's College and Seminary,21726 Placerita Canyon Road,Santa Clarita,CA,https://databayou.com/usofa/colleges.html
Los Angeles City College,855 N Vermont Ave,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Los Angeles County College of Nursing and Allied Health,1237 N. Mission Rd.,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Los Angeles Mission College,13356 Eldridge Avenue,Sylmar,CA,https://databayou.com/usofa/colleges.html
Los Medanos College,2700 East Leland Road,Pittsburg,CA,https://databayou.com/usofa/colleges.html
Los Rios Community College District Office,1919 Spanos Ct,Sacramento,CA,https://databayou.com/usofa/colleges.html
Argosy University-The Art Institute of California-San Francisco,1170 Market St,San Francisco,CA,https://databayou.com/usofa/colleges.html
Loyola Marymount University,One Lmu Drive,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Lu Ross Academy,470 East Thompson Blvd,Ventura,CA,https://databayou.com/usofa/colleges.html
Manchester Beauty College,3756 N Blackstone Ave,Fresno,CA,https://databayou.com/usofa/colleges.html
Tulare Beauty College,1400 W Inyo St,Tulare,CA,https://databayou.com/usofa/colleges.html
Lyles Bakersfield College of Beauty,2935 F St,Bakersfield,CA,https://databayou.com/usofa/colleges.html
Lyles Fresno College of Beauty,6735 N First Ave Ste 112,Fresno,CA,https://databayou.com/usofa/colleges.html
Lytles Redwood Empire Beauty College Inc,186 Wikiup Dr,Santa Rosa,CA,https://databayou.com/usofa/colleges.html
MTI Business College Inc,6006 N. El Dorado Street,Stockton,CA,https://databayou.com/usofa/colleges.html
MTI College,5221 Madison Avenue,Sacramento,CA,https://databayou.com/usofa/colleges.html
Brightwood College-Sacramento,"4330 Watt Ave., Suite 400",Sacramento,CA,https://databayou.com/usofa/colleges.html
Brightwood College-San Diego,9055 Balboa Avenue,San Diego,CA,https://databayou.com/usofa/colleges.html
Brightwood College-Vista,2022 University Dr,Vista,CA,https://databayou.com/usofa/colleges.html
College of Marin,835 College Ave,Kentfield,CA,https://databayou.com/usofa/colleges.html
Marinello Schools of Beauty-Los Angeles,1241 S. Soto Street Suite #101,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Marymount California University,30800 Palos Verdes Drive East,Rancho Palos Verdes,CA,https://databayou.com/usofa/colleges.html
Mendocino College,1000 Hensley Creek Road,Ukiah,CA,https://databayou.com/usofa/colleges.html
Menlo College,1000 El Camino Real,Atherton,CA,https://databayou.com/usofa/colleges.html
Merced College,3600 M St,Merced,CA,https://databayou.com/usofa/colleges.html
Merritt College,12500 Campus Dr,Oakland,CA,https://databayou.com/usofa/colleges.html
Mills College,5000 MacArthur Blvd,Oakland,CA,https://databayou.com/usofa/colleges.html
MiraCosta College,One Barnard Drive,Oceanside,CA,https://databayou.com/usofa/colleges.html
Marinello Schools of Beauty-San Francisco,1035 Market Street #100,San Francisco,CA,https://databayou.com/usofa/colleges.html
